Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Rev/Age
19-01-2014,19,January,2014,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,69.17777778
19-01-2016,19,January,2016,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,69.17777778
04-06-2014,4,June,2014,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,69.17777778
04-06-2016,4,June,2016,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1884,4342,6226,138.3555556
09-06-2014,9,June,2014,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,69.17777778
09-06-2016,9,June,2016,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1884,4342,6226,138.3555556
19-06-2014,19,June,2014,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,69.17777778
19-06-2016,19,June,2016,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,69.17777778
03-08-2012,3,August,2012,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,522,2166,2688,62.51162791
03-08-2011,3,August,2011,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,261,1083,1344,31.25581395
06-08-2012,6,August,2012,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,522,2166,2688,62.51162791
06-08-2011,6,August,2011,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,1043,4332,5375,125
10-12-2012,10,December,2012,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,522,2166,2688,62.51162791
10-12-2011,10,December,2011,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,1043,4332,5375,125
03-08-2013,3,August,2013,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
03-08-2015,3,August,2015,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
18-08-2013,18,August,2013,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
18-08-2015,18,August,2015,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
13-03-2014,13,March,2014,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
13-03-2016,13,March,2016,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
17-03-2014,17,March,2014,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
17-03-2016,17,March,2016,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
06-04-2014,6,April,2014,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,65.74418605
06-04-2016,6,April,2016,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1311,4342,5653,131.4651163
03-03-2012,3,March,2012,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,750,3110,3860,94.14634146
03-03-2011,3,March,2011,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,375,1555,1930,47.07317073
25-03-2012,25,March,2012,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,750,3110,3860,94.14634146
25-03-2011,25,March,2011,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",3,1555,2443,1125,4665,5790,141.2195122
27-12-2012,27,December,2012,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1311,4342,5653,137.8780488
27-12-2011,27,December,2011,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
05-01-2013,5,January,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
05-01-2015,5,January,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",3,2171,3578,1967,6513,8480,206.8292683
24-05-2013,24,May,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
24-05-2015,24,May,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
07-08-2013,7,August,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
07-08-2015,7,August,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",3,2171,3578,1967,6513,8480,206.8292683
20-09-2013,20,September,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
20-09-2015,20,September,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
20-10-2013,20,October,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
20-10-2015,20,October,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
09-11-2013,9,November,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
09-11-2015,9,November,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
10-11-2013,10,November,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
10-11-2015,10,November,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
27-11-2013,27,November,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
27-11-2015,27,November,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
27-04-2014,27,April,2014,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,68.95121951
27-04-2016,27,April,2016,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1311,4342,5653,137.8780488
14-06-2013,14,June,2013,39,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,835,2171,3006,77.07692308
14-06-2015,14,June,2015,39,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,835,2171,3006,77.07692308
19-09-2013,19,September,2013,39,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,835,2171,3006,77.07692308
19-09-2015,19,September,2015,39,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578,2504,6513,9017,231.2051282
18-06-2014,18,June,2014,39,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,835,2171,3006,77.07692308
18-06-2016,18,June,2016,39,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1669,4342,6011,154.1282051
05-07-2013,5,July,2013,53,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,601,1083,1684,31.77358491
05-07-2015,5,July,2015,53,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,1803,3249,5052,95.32075472
02-06-2012,2,June,2012,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1202,2166,3368,108.6451613
02-06-2011,2,June,2011,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1803,3249,5052,162.9677419
10-09-2013,10,September,2013,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,601,1083,1684,54.32258065
10-09-2015,10,September,2015,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1803,3249,5052,162.9677419
20-09-2013,20,September,2013,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,601,1083,1684,54.32258065
20-09-2015,20,September,2015,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1803,3249,5052,162.9677419
10-04-2014,10,April,2014,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,601,1083,1684,54.32258065
10-04-2016,10,April,2016,31,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,601,1083,1684,54.32258065
26-08-2012,26,August,2012,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,488,2166,2654,80.42424242
26-08-2011,26,August,2011,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
08-02-2013,8,February,2013,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
08-02-2015,8,February,2015,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
09-05-2013,9,May,2013,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
09-05-2015,9,May,2015,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,488,2166,2654,80.42424242
14-05-2013,14,May,2013,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
14-05-2015,14,May,2015,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,731,3249,3980,120.6060606
28-11-2013,28,November,2013,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
28-11-2015,28,November,2015,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
06-05-2014,6,May,2014,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
06-05-2016,6,May,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,488,2166,2654,80.42424242
14-05-2014,14,May,2014,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
14-05-2016,14,May,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
15-05-2014,15,May,2014,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
15-05-2016,15,May,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
08-06-2014,8,June,2014,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
08-06-2016,8,June,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,488,2166,2654,80.42424242
27-06-2014,27,June,2014,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
27-06-2016,27,June,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
28-06-2014,28,June,2014,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,40.21212121
28-06-2016,28,June,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,488,2166,2654,80.42424242
25-12-2012,25,December,2012,25,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1727,3110,4837,193.48
25-12-2011,25,December,2011,25,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Black, 52",3,1555,2443,2591,4665,7256,290.24
13-05-2012,13,May,2012,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,603,3110,3713,142.8076923
13-05-2011,13,May,2011,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,603,3110,3713,142.8076923
29-09-2012,29,September,2012,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,603,3110,3713,142.8076923
29-09-2011,29,September,2011,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,603,3110,3713,142.8076923
10-09-2013,10,September,2013,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595,22.88461538
10-09-2015,10,September,2015,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595,22.88461538
29-04-2014,29,April,2014,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595,22.88461538
29-04-2016,29,April,2016,26,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595,22.88461538
01-02-2012,1,February,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,146.5862069
01-02-2011,1,February,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",3,1555,2443,1711,4665,6376,219.862069
28-02-2012,28,February,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,146.5862069
28-02-2011,28,February,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",3,1555,2443,1711,4665,6376,219.862069
23-04-2012,23,April,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,146.5862069
23-04-2011,23,April,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,146.5862069
10-09-2012,10,September,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,146.5862069
10-09-2011,10,September,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,570,1555,2125,73.27586207
29-10-2012,29,October,2012,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,146.5862069
29-10-2011,29,October,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",3,1555,2443,1711,4665,6376,219.862069
02-01-2013,2,January,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
02-01-2015,2,January,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1884,4342,6226,214.6896552
25-01-2013,25,January,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
25-01-2015,25,January,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
12-02-2013,12,February,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
12-02-2015,12,February,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
21-02-2013,21,February,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
21-02-2015,21,February,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
07-04-2013,7,April,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
07-04-2015,7,April,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
08-05-2013,8,May,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
08-05-2015,8,May,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
10-05-2013,10,May,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
10-05-2015,10,May,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
31-05-2013,31,May,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
31-05-2015,31,May,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
07-07-2013,7,July,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
07-07-2015,7,July,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
23-07-2013,23,July,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
23-07-2015,23,July,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
29-08-2013,29,August,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
29-08-2015,29,August,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
25-09-2013,25,September,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
25-09-2015,25,September,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
05-10-2013,5,October,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
05-10-2015,5,October,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
12-10-2013,12,October,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
12-10-2015,12,October,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
17-10-2013,17,October,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
17-10-2013,17,October,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
17-10-2015,17,October,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
17-10-2015,17,October,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
08-11-2013,8,November,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
08-11-2015,8,November,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,2826,6513,9339,322.0344828
19-11-2013,19,November,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
19-11-2015,19,November,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1884,4342,6226,214.6896552
09-12-2013,9,December,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
09-12-2015,9,December,2015,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,107.3448276
04-02-2013,4,February,2013,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,100.2
04-02-2015,4,February,2015,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,100.2
30-09-2013,30,September,2013,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,100.2
30-09-2015,30,September,2015,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,2504,6513,9017,300.5666667
04-03-2014,4,March,2014,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,100.2
04-03-2016,4,March,2016,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,100.2
30-01-2012,30,January,2012,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,994,3110,4104,128.25
30-01-2011,30,January,2011,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,497,1555,2052,64.125
25-02-2013,25,February,2013,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
25-02-2015,25,February,2015,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
21-09-2013,21,September,2013,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
21-09-2015,21,September,2015,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
15-01-2014,15,January,2014,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
15-01-2016,15,January,2016,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
19-01-2014,19,January,2014,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
19-01-2016,19,January,2016,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,93.9375
09-01-2012,9,January,2012,30,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,848,3110,3958,131.9333333
09-01-2011,9,January,2011,30,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,424,1555,1979,65.96666667
27-09-2013,27,September,2013,30,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,727,2171,2898,96.6
27-09-2015,27,September,2015,30,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,727,2171,2898,96.6
11-01-2012,11,January,2012,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,897,3110,4007,121.4242424
11-01-2011,11,January,2011,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,448,1555,2003,60.6969697
02-09-2013,2,September,2013,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934,88.90909091
